url,title,description,h1,word_count,internal_links_count,external_links_count,images_count,has_canonical,is_indexable,onpage_score
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=freeTest&model=chip&model_size=medium","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=freeTest&model=chip&model_size=starter","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=freeTest&model=face&model_size=medium","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=freeTest&model=face&model_size=starter","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=freeTest&model=finger&model_size=medium","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,87.57
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=freeTest&model=finger&model_size=starter","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,87.57
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=order&model=chip&model_size=medium","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=order&model=chip&model_size=starter","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=order&model=face&model_size=medium","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,87.57
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=order&model=face&model_size=starter","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,94.62
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?interest=order&model=finger&model_size=medium","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,87.57
"https://www.zeiterfassung-fdm.de/wp-content/themes/astra/zeiterfassung/contact.php?lang=en","","Unsere günstige und einfache webbasierte Mitarbeiter Zeiterfassung für Kleinbetriebe und Mittelstand. Jetzt kostenlos testen","",336,62,0,0,yes,yes,87.57
"https://www.zeiterfassung-fdm.de/zeiterfassung-fur-den-mittelstand/","Über uns - Zeiterfassung für den Mittelstand - ZFDM |","Zeiterfassung für den Mittelstand - günstig, webbasiert und ohne bindende Abo-Modelle. Jetzt kostenlos 14 Tage testen ohne Risiko","",823,42,1,0,yes,yes,94.23
"https://www.zeiterfassung-fdm.de/zeiterfassung-fur-speditionen/","Zeiterfassung für Speditionen - Kundenreferenz GRAEFF Spedition |","Zeiterfassung für Speditionen - das ZFDM Zeiterfassungssystem ist optimal für Speditionen. Einfach und günstig. Jetzt 14 Tage kostenlos testen.","Zeiterfassung für Speditionen – Kundenreferenz GRAEFF Spedition",774,47,1,0,yes,yes,97.07
"https://www.zeiterfassung-fdm.de/zeiterfassung-im-kindergarten/","Zeiterfassung im Kindergarten | einfach und günstig","Zeiterfassung im Kindergarten und Kindertagesstätten - einfache Mitarbeiter Zeiterfassung ohne monatliche Kosten. Jetzt 14 Tage kostenlos testen!","",864,42,1,0,yes,yes,93.13
"https://www.zeiterfassung-fdm.de/zeiterfassung-mit-chip-preise-ohne-abo-kosten/","Zeiterfassung mit Chip & Zeiterfassungsssysteme RFID Chip","Günstige Digitale Zeiterfassung mit Chip für Kleinbetriebe und Mittelstand - ohne monatliche Kosten. Testen Sie jetzt 14 Tage kostenlos ohne Risiko!","Einmalig kaufen, immer nutzen – Zeiterfassung  mit Chip ohne monatliche Kosten!",1181,47,3,0,yes,yes,98.17
"https://www.zeiterfassung-fdm.de/zeiterfassung-ohne-monatliche-kosten/","Zeiterfassung ohne monatliche Kosten | günstig und einfach","Zeiterfassung ohne monatliche Kosten - einfach und günstig, ohne versteckte Kosten und beliebig skalierbar. Jetzt 14 Tage kostenlos testen!","Zeiterfassung ohne monatliche Kosten",1465,47,1,0,yes,yes,94.96
"https://www.zeiterfassung-fdm.de/zeiterfassungssystem-mit-chip/","Zeiterfassung mit Chip - Zeiterfassungssysteme - Günstig und webbasiert.","Zeiterfassung mit Chip & Zeiterfassungssysteme für Kleinbetriebe. Kostenlos 14 Tage testen - Keine monatlichen Lizenzgebühren.","Zeiterfassung mit Chip - die Alternative zur Stempeluhr.

Einfach, günstig und webbasiert.",1532,43,3,0,yes,yes,95.24
"https://www.zeiterfassung-fdm.de/zeiterfassungssystem-mit-fingerabdruck/","Zeiterfassung mit Fingerabdruck & Zeiterfassungssysteme","Unsere Zeiterfassung mit Fingerabdruck hilft Ihnen bei der lückenlosen und fehlerfreien Zeiterfassung. Jetzt 14 Tage testen.","Zeiterfassung mit Fingerabdruck -

Einfach, günstig und webbasiert.",1647,43,3,0,yes,yes,94.96
"https://www.zeiterfassung-fdm.de/zeiterfassungssystem-mit-gesichtserkennung/","Zeiterfassung mit Gesichtserkennung & Zeiterfassungssysteme","Zeiterfassung mit Gesichtserkennung - Zeiterfassungssysteme. Kontaktlos, fehlerfrei und zuverlässig - und dabei günstig ohne Abo.","Zeiterfassung mit Gesichtserkennung -

Einfach, günstig und webbasiert.",1424,43,3,0,yes,yes,93.41
